segment_id,duration_sec,bpm,key,genre,mood,time_signature,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,tempo_confidence,beat_count,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff
seg_011,14.91,149,D_minor,classical,happy,4/4,2.0058286511026786,0.41838810024559325,0.5299389922015361,0.4260231856663489,-0.4485326662191136,0.15536552545023835,0.5531621525771643,0.9412607827385122,0.21609665799476913,0.9644523941051951,0.8516752859710748,0.5221015029506313,0.5380687936407655,0.15041689110352818,0.5941307153521351,0.3808908566310215,0.9699143978146032,0.8421189231357087,0.8383287047111379,0.4686931597949703,0.4148195023376652,0.27340707193070624,0.056375496650927115,0.8647223762550532,0.8129010091300776,0.9997176732861306,0.9966368370739054,0.5554317056026274,0.7689874151805105,0.944765729882428,0.8496473906774115,0.24734810174319766,0.7308413583333289,37,0.03303713998015569,1520.4970673262844,2917.218734035579,6795.7619002278525
seg_012,8.53,160,A_minor,rock,energetic,4/4,0.7661230868652462,0.31837128562724293,0.4807170962638388,0.6210857873913357,1.1338730196877196,0.7592903052568419,-0.4283058174682939,-0.7382744090544722,1.3939756666228735,0.7864665573432605,0.32983649982094676,0.9885401492701722,0.1942087927331991,0.014544665667881929,0.350587558806597,0.5899176868546331,0.3922440450997323,0.43747492202372906,0.9041586944937484,0.34825546702330035,0.5139894891598108,0.7836530127411431,0.39654278232127016,0.6220867002278735,0.8623637087467452,0.9495206236576421,0.14707348092903794,0.9265876251614944,0.4921162930795382,0.25824438829895835,0.4591357562382613,0.980032575285477,0.8091693879057138,22,0.09261431102052645,2162.249678569348,6646.788731442412,6394.4886027979055
seg_013,8.37,160,E_minor,jazz,happy,4/4,-0.8567105657431915,0.04414251400066141,-0.5315988791518258,0.7956150424477451,0.3896328414542166,-0.10567003211560216,0.2464838121865101,0.1607880676848895,0.007972591204512998,1.2769815591596618,0.1350373663231359,0.3337822897077941,0.6084498149205568,0.9208724005318132,0.06107795985486375,0.2768776481472037,0.8062012797930613,0.7482596903836584,0.18452101935637732,0.2093493233367103,0.370472102791382,0.4845229851910213,0.618254771530296,0.3689136395697724,0.4625347161331479,0.7474709381337565,0.0366832028905979,0.25243694434402075,0.7133495858845524,0.8952068376871993,0.5116774421156661,0.5321134852653157,0.9450673718743721,22,0.08211333017363928,1415.1956038102935,3500.0192695340425,6205.895181022235
seg_014,14.12,150,C_major,pop,calm,4/4,-0.3095161280437484,0.4731477460781645,0.10907089772066625,-0.057783685944456264,0.5333913641632909,-0.2505950698465879,-0.4273509490001126,0.03979585427737181,0.10514323952440374,1.4143491222051943,0.7969166043725715,0.982528928134671,1.3457468888019002,0.23722679173599448,0.10178247262040374,0.15285913918433203,0.24595772838450813,0.16068137325955567,0.18656702405130576,0.2850951686938471,0.17337359529475482,0.8967654246264252,0.08023374566164221,0.5245113895702547,0.4103968269896615,0.9823786169086064,0.11203890216805235,0.39785559904574164,0.9694704332753689,0.8655071258939803,0.8170720709492799,0.25790282704493983,0.8895864826039427,35,0.06175427117775703,3155.632983377058,3747.6319266515475,3007.821679666995
seg_015,10.47,153,A_minor,classical,happy,4/4,0.5390891470524461,0.09246059902333675,0.20402886798881525,0.856833663540712,-0.3021132080091,0.32350363301239443,0.005292398720997238,0.4197140112355539,-0.3182546077984907,0.08751918205768572,-0.49141737396685836,0.8339169191853258,0.3845019056245048,0.6815027222239293,0.7602278598896866,0.5956387406078443,0.47157618855015837,0.41184091414726853,0.3488682665429953,0.9295291442478258,0.8306194077877291,0.9650269106665126,0.12429722348554473,0.7308674752036443,0.9383404568210378,0.18123306616566015,0.0664962673667775,0.741120649290059,0.5744731131799119,0.8418287767582721,0.1397723766262895,0.7952673118598902,0.7078852080424797,26,0.05986192935336356,2106.733496503662,6821.970357731519,5758.234669632137
seg_016,12.28,91,C_major,jazz,energetic,4/4,0.010521473117402147,0.05757476212789531,0.5313302862664406,0.6999464612816275,0.021720454736685824,1.044462001722775,1.421591620695931,0.9791152128298348,0.7434603448806264,1.2248449569959645,-0.08713964580241162,-0.0792301439754518,0.12366489761271582,0.3349056146570861,0.13927207266338726,0.794025189270296,0.6200727559285135,0.5334610919763215,0.8938925830509576,0.7885972112245307,0.15167487973275118,0.31172206779554823,0.24848913981446574,0.743946292572677,0.03353243473577938,0.5698896848713165,0.7624586857406905,0.8767656367617495,0.34208174871590746,0.8212573046720129,0.11063173695520723,0.8464522917345182,0.9900059891657427,18,0.029362998027361704,2058.685266569066,2303.2424277673513,5474.471017625881
seg_017,14.18,140,D_minor,pop,happy,4/4,0.32706833599744706,0.45790148172066164,-0.0687952269219756,0.7748800785392234,0.8843829872071419,0.15037157334583512,0.4529131438736706,1.549942838346627,1.138835734095463,1.503531089868242,0.30975622432510574,0.30017202952158717,-0.18212149013874068,0.15253904291426135,0.5762883601668132,0.6067150463828559,0.424130671302386,0.7364442356247228,0.9343670147690148,0.9255685129067763,0.4508393714041321,0.11323804584075525,0.9848411989623346,0.8388980864459341,0.12466268120326685,0.9208418826173723,0.8698963620621283,0.5188380571260721,0.5912754357449292,0.39900270387013026,0.05476163882203133,0.3351972416459009,0.852194495860389,33,0.05587426906757493,2469.5399561987774,5377.5455638672665,5374.462999990166
seg_018,8.12,122,E_minor,pop,energetic,4/4,1.2463899284840712,-0.08712673812553584,0.08741756513521537,0.7739791910975904,0.6172473338722454,-0.012716161950996563,-0.6344449294434744,0.4956450223716465,1.012546729514448,0.8312746417876528,-0.6029087488059401,0.29175259168405154,-0.05101211679519138,0.9968742518459474,0.5021950103312426,0.5953850173200438,0.06707647738842748,0.7499604703991778,0.20990559309558576,0.8980542894407137,0.20513964048200717,0.19068772066366657,0.03654966784809488,0.47206694510999925,0.5648411332626164,0.06570863942835237,0.7755276166950106,0.4532888347480276,0.52439026932758,0.44076274693822814,0.400763060875326,0.5596403313082179,0.9618453126736961,16,0.07622535441418132,1186.8438580432958,2828.494914711261,4036.7085248562234
seg_019,10.28,141,F_major,rock,calm,4/4,-0.07190240428082922,0.057451758001558356,0.018511084496748542,0.4667881243108481,0.2749319418340772,1.2733187513302662,1.1359243331443767,0.8407618429129003,0.6539837622826308,0.33180993291250516,-0.2492582096291508,0.33019581146842714,-0.4031776492999454,0.026532203873819715,0.18143543508979731,0.5830415609696922,0.42142455059249795,0.8926717110769748,0.8174435617384409,0.34181735169787597,0.2594234334312925,0.3796924081672669,0.5902949425148077,0.26806364082287626,0.624148907849134,0.4094116521912404,0.5520471808519802,0.4361265291353167,0.29446575954191767,0.9484533069621567,0.7636057941597608,0.14011317576645255,0.822072235464065,24,0.09415288887365364,3635.1988645426845,4864.691122645379,3997.2798733380087
seg_020,14.00,121,D_minor,pop,happy,4/4,1.3409013957897462,0.5068728310902616,0.7233302268565642,0.32942115085038876,0.09354155727840553,0.7324927004535711,0.0892782710296074,0.7304173599602831,-0.5810289756411068,-0.1199147085370631,1.0230524353632218,0.9151745227711725,0.11442960358426364,0.010995828658480478,0.13688563006880727,0.9000186418481051,0.8738900775625152,0.5974131021703083,0.6005168604336534,0.6650366745462555,0.1753712786234496,0.9144119459249598,0.4187705248920731,0.38313852824949746,0.5189177052828375,0.046965966775055046,0.1662833687560794,0.7380336164263704,0.08279866792512647,0.6031521094663882,0.24534910968132095,0.38929561404197655,0.9261269955344371,29,0.09586313403894213,1905.837519074844,6337.295170405984,3057.17867097084
